Name,Company Domain Name,City,State/Region,Country/Region,Postal Code,Phone Number,Company Email,Industry,Description,Annual Revenue,Number of Employees,Client Tier,Industry Tier,Ownership Type,Founding Year,World Market Leader,Niche Leadership,Pipeline Priority Score,In Pipeline,Already in DB,Data Completeness %,Source Lists,Source Count,Target Contact Role
Unternehmensgruppe Fürst von Hohenzollern,hohenzollern.com,Sigmaringen,Baden-Württemberg,DE,72488.0,07571-729-0,info@hohenzollern.com,Industrie,Die Unternehmensgruppe Fürst von Hohenzollern gehört zu den größten deutschen nicht staatlichen Waldbesitzern.,600000000,3200,1,tier1,Fürst von Hohenzollern,1534,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Heidemark Gruppe,heidemark.de,Großenkneten,Niedersachsen,DE,26197.0,04435 9730-0,heidemark@heidemark.de,Industrie,Heidemark ist Hersteller von Geflügelprodukten. Das Unternehmen deckt rund 30 Prozent der deutschen Geflügel-Frischfleischproduktion aus Hähnchen und Pute ab.,585000000,1400,1,tier1,Kalvelage,1968,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
LEIPA Group GmbH,leipa.de,Schwedt/Oder,Brandenburg,DE,16303.0,03332-24-00,kontakt.sdt@leipa.com,Industrie,"Leipa ist ein Hersteller von Magazinpapieren, Spezialpapieren und Verpackungspapieren.",584000000,1154,1,tier1,Schrödinger/Huesmann,1847,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
F.S. Fehrer Automotive GmbH,fehrer.com,Kitzingen,Bayern,DE,97318.0,09321-302-0,info@fehrer.com,Automobilzulieferer,F.S. Fehrer Automotive ist ein Hersteller von Formpolstern und Strukturteilen für Fahrzeugsitze und von Systemen für den Fahrzeuginnenraum.,580000000,5000,1,tier1,Aunde Group,1875,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Wünsche Handelsgesellschaft,whi.de,Hamburg,Hamburg,DE,20095.0,040-33312-0,info@whi.de,Textilindustrie,Die Wünsche-Gruppe ist ein international arbeitendes Handelshaus mit Sitz in Hamburg.,580000000,967,1,tier1,Wünsche,1934,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Bischof + Klein GRUPPE,bk-packaging.de,Lengerich,Nordrhein-Westfalen,DE,49525.0,05481-920-0,info@bk-international.com,Verpackungsindustrie,Bischof + Klein ist einer der führenden europäischen Komplettanbieter für flexible Verpackungen und technische Folien aus Kunststoff und Kunststoffverbunden.,576000000,2600,1,tier1,Klein,1892,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
GP Günter Papenburg AG,gp.ag,Hannover,Niedersachsen,DE,30559.0,0345-5113-0,info@gp-papenburg.de,Industrie,"Papenburg ist in den Sparten Gewinnung von Rohstoffen, Produktion von Baustoffen,  Hoch-, Tief-, Straßen- und Gleisbau Baumaschinenhandel und -service, Maschinen- und Anlagenbau, Spedition sowie Entsorgung einschließlich Recycling und Deponierung tätig.",575000000,3500,1,tier1,Papenburg,1963,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Fuchs GmbH & Co. KG,fuchsgruppe.com/de,Dissen am Teutoburger Wald,Niedersachsen,DE,49201.0,05421-309-0,info@fuchsgruppe.com,Industrie,"Die Fuchs Gruppe ist weltweit das größte Gewürzunternehmen in privatem Besitz. Mit den Produkten richtet sich die Fuchs Gruppe über den Lebensmittelhandel an Konsumenten, an Kunden aus der Hotellerie, Gastronomie sowie an Groß- und Industriekunden.",569000000,3200,1,tier1,Fuchs,1952,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Kohl Medical AG,kohlmedical.de,Merzig,Saarland,DE,66663.0,06867-920-1021,info@kohlpharma.com,Industrie,"Innovative Lösungen verbessern die Qualität und senken die Kosten im Gesundheitswesen. Diese zu entwickeln ist seit über 30 Jahren die traditionelle Stärke der KOHL MEDICAL AG. kohlpharma ist Europas größter Arzneimittelimporteur, AVIE ist unser System-Partner-Konzept für selbständige und engagierte Apothekeninhaber in Deutschland und kohl INNOVATION identifiziert, begleitet und entwickelt innovative Geschäftsfelder für den Gesundheitsmarkt.",567000000,1033,1,tier1,Kohl,1979,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
POLIFILM GmbH,polifilm.de,Köln,Nordrhein-Westfalen,DE,50676.0,0221-801446-0,info@polifilm.de,Folienindustrie,Als führender Hersteller von Extrusions- und Schutzfolien bedient das international agierende Familienunternehmen POLIFILM mit seiner Entwicklungskompetenz diverse Märkte.,565000000,1600,1,tier1,POLIFILM Gruppe,1972,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Lemken GmbH & Co. KG,lemken.com,Alpen,Nordrhein-Westfalen,DE,46519.0,02802-81-0,info@lemken.com,Industrie,Lemken ist ein Hersteller von landwirtschaftlichen Geräten für die Bodenbearbeitung und Aussaat.,559000000,1773,1,tier1,Lemken,1780,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Laschinger Seafood GmbH,laschinger.de,Deggendorf,Bayern,DE,94469.0,0991-372104-0,info@laschinger.de,Industrie,Laschinger hat sich auf die Züchtung und Verarbeitung von Lachsen sowie den Vertrieb der daraus gewonnenen Produkte spezialisiert.,607000000,650,1,tier1,Morpol SA Jerzy Malek (Polen),1979,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
THIMM Group GmbH + Co. KG,thimm.de,Northeim,Niedersachsen,DE,37154.0,05551-703-0,infoline@thimm.de,Verpackungsindustrie,Die Thimm Gruppe ist führender Lösungsanbieter für Verpackung und Distribution von Waren.,604900000,3512,1,tier1,Thimm,1949,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
beeline GmbH,beeline-group.com,Köln,Nordrhein-Westfalen,DE,51063.0,0221-96275-0,info@beeline-group.com,Industrie,"Beeline ist in Hersteller von preiswertem Schmuck und Accessoires, der seine Produkte unter den Markennamen I am und Six vertreibt.",603000000,4800,1,tier1,Beckmann,1990,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Novem Car Interior Design GmbH,novem.de,Vorbach,Bayern,DE,95519.0,09205-18-0,info@novem.com,Automobilindustrie,Novem Car Interior Design ist ein Hersteller von Inneneinrichtungen und Zierleisten für Autos.,603000000,728,1,tier1,Brenninkmeijer Familie (Niederlande),1947,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Faber-Castell AG,faber-castell.de,Stein,Bayern,DE,90546.0,0911-9965-0,info@faber-castell.com,Industrie,"Faber-Castell ist führender Hersteller und Vermarkter von hochwertigen Produkten zum Schreiben, Zeichnen und kreativen Gestalten sowie dekorativer Kosmetik (OEM).",649200000,6500,1,tier1,Faber-Castell,1761,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
ArcelorMittal Hamburg GmbH,hamburg.arcelormittal.com,Hamburg,Hamburg,DE,21129.0,040-7408-0,,Metallindustrie,Das Stahlwerk Hamburg produziert Stahl aus Schrott und Eisenschwamm.,646000000,567,1,tier1,Mittal Familie (Indien),1969,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
MEC Holding GmbH,mec-holding.de,Bad Soden am Taunus,Hessen,DE,65812.0,06196 77 60 555,info@mec-holding.de,Maschinenbau,"Die MEC Group ist ein Partner für Industrieabnehmer in den Bereichen Schweiß-, Löt- und Beschichtungstechniken, Metallzerspanung und -fertigung sowie Gasanwendungssysteme und medizinische Geräte.",555000000,300,1,tier1,Messer Industrie GmbH,2000,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Schüller Möbelwerk KG,schueller.de,Herrieden,Bayern,DE,91567.0,09825-83-0,info@schueller.de,Industrie,"Die Schüller Möbelwerk KG bietet dem Handelspartner ein optimales Produktportfolio: die Küchencollection schüller.C für die Mitte des Marktes, die Premiummarke next125, die Ceramic- und Quarzsteincollection Systemo sowie die exklusive Gerätemarke JUNO.",554000000,1660,1,tier1,Schüller,1966,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Refratechnik-Gruppe,refra.com,Ismaning,Bayern,DE,85737.0,089-96107-200,holding@refra.com,Industrietechnik,"Das Unternehmen entwickelt, produziert und installiert hochwertige Feuerfestmaterialien für industrielle Hochtemperaturprozesse.",553644000,1482,1,tier1,Tutsek,1950,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Uvex Winter Holding GmbH & Co. KG,uvex.de,Fürth,Bayern,DE,90766.0,0911-9736-0,holding@uvex.de,Kunststoffe/Sport/Arbeitssicherheit,Uvex ist ein Brillenhersteller.,552300000,2300,1,tier1,Winter/Grau,1926,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Trilux GmbH & Co. KG,trilux.com,Arnsberg,Nordrhein-Westfalen,DE,59759.0,02932-301-0,webmaster@trilux.com,Industrie,"Trilux ist ein großer Entwickler und Hersteller von Leuchten, der auch Lichtlösungen bereitstellt.",552194238,5200,1,tier1,Lenze,1912,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Miltenyi Biotec B.V. & Co. KG,miltenyibiotec.com,Bergisch Gladbach,Nordrhein-Westfalen,DE,51429.0,02204-8306-0,macs@miltenyibiotec.de,Industrie,Die Miltenyi Biotec GmbH ist ein Biotechnologieunternehmen mit Hauptsitz in Bergisch Gladbach und der führende Anbieter von Produkten zur magnetischen Zellsortierung und -analyse (MACS).,551000000,2418,1,tier1,Miltenyi,1989,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Niedax Group,niedax.de,Linz am Rhein,Rheinland-Pfalz,DE,53545.0,02644-5606-0,info@niedax.de,Industrie,Die Niedax Gruppe ist ein großer Hersteller im Bereich der Elektroinstallation.,550300000,1897,1,tier1,Horn /Stiehl u.w.,1920,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Musterring International Josef Höner GmbH & Co. KG,musterring.com,Rheda-Wiedenbrück,Nordrhein-Westfalen,DE,33378.0,05242 - 59201,info@musterring.de,Möbelindustrie,"Für die Bereiche Wohnen, Esskultur, Polstermöbel, Schlafen, Dielenmöbel, Teppiche, Bad und Küche bietet Musterring Sortimente an. Produziert wird traditionell nicht selbst, sondern 70 Zuliefererbetriebe.",550000000,90,1,tier1,Höner,1938,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
OBO Bettermann Holding GmbH & Co. KG,obo.de,Menden,Nordrhein-Westfalen,DE,58710.0,02373-89-0,info@obo.de,Industrie,"Bettermann ist ein Hersteller, der die ganze Bandbreite von Produkten der Elektro-Installationstechnik vertritt.",548000000,3200,1,tier1,Bettermann,1911,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
IMS Gear SE & Co. KGaA,imsgear.com/de,Donaueschingen,Baden-Württemberg,DE,78166.0,0771-8507-0,info@imsgear.com,Industrie,"IMS Gear ist ein führendes Unternehmen in der Zahnrad- und Getriebetechnik – international aufgestellt, Partner global agierender Kunden und konsequent innovativ.",547000000,3400,1,tier1,Zimber-Morat,1863,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
W. Classen GmbH & Co. KG,classengroup.com,Kaisersesch,Rheinland-Pfalz,DE,56759.0,02653-980-0,info@classen.de,Industrie,Die Classen Gruppe produziert hochwertige Holzprodukte und Produkte auf Holzbasis für den Innenausbau.,546100000,2000,1,tier1,Hannig,1963,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Theo Förch GmbH & Co. KG,foerch.de,Neuenstadt am Kocher,Baden-Württemberg,DE,74196.0,07139-95-0,info@foerch.de,Industrie,"Theo Förch ist ein Direktvertriebsunternehmen für Werkstattbedarf, Montage und Befestigungsartikel.",545000000,3500,1,tier1,Förch,1963,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Winkelmann Group,winkelmann-group.de,Ahlen,Nordrhein-Westfalen,DE,59227.0,0 2382 / 856-0,info@winkelmann-group.de,Automobilzulieferer,Die Unternehmensgruppe Winkelmann ist ein bedeutender Zulieferer in der Automobilindustrie und ist auf Heizungs- und Warmwasserversorgungstechnik spezialisiert.,592900000,4000,1,tier1,Winkelmann,1898,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
TechniSat-Gruppe,technisat.de,Daun,Rheinland-Pfalz,DE,54550.0,06592-712-600,info@technisat.de,Industrie,Technisat produziert und vertreibt Digital- und Satellitenempfangstechnik sowie Fernsehgeräte.,590000000,1800,1,tier1,Lepper,1987,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Erwo Holding,erwo.de,Schwaig b. Nürnberg,Bayern,DE,90571.0,0911-504-800,yarns@suedwolle.de,Textilindustrie,"Die ERWO Holding AG ist in der Textilindustrie und im Immobilien Segment angesiedelt. Das Hauptgeschäft wird mit Hoftex und Südwolle gemacht, eine international tätige Firma, die Spinnerei- und Zwirnereierzeugnissen wie unter anderem Garn und Wolle produziert.",586800000,3200,1,tier1,Steger,1869,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
WITTE Automotive,witte-automotive.de,Velbert,Nordrhein-Westfalen,DE,42551.0,02051/498-0,info@witte-automotive.de,Automobilzulieferer,Schlüssige Konzepte für die Automobilwelt: Seit 1899 zeichnet sich WITTE Automotive durch innovative Lösungen im Bereich der Schließ- und Verriegelungstechnik aus und entwickelte sich damit zu einer weltweit agierenden Firmengruppe.,585200000,5000,1,tier1,Gölz,1899,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Basalt-Actien-Gesellschaft,basalt-ag.de,Linz am Rhein,Rheinland-Pfalz,DE,53545.0,02644-563-0,info@basalt.de,Baustoffindustrie,Die Basalt-Gruppe gehört zu den bedeutendsten Baustoffproduzenten von Natursteinen und Asphaltmischgut in Deutschland.,541400000,2707,1,tier1,Wilh. Werhahn KG,1888,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Gestamp Umformtechnik GmbH,gestamp-umformtechnik.de,Bielefeld,Nordrhein-Westfalen,DE,33647.0,0521-4472-0,bielefeld@de.gestamp.com,Automobilindustrie,"Gestamp, vormals GMF Umformtechnik, ehemals ThyssenKrupp Umformtechnik ist ein Hersteller von Press- und Zusammenbauteilen für die Automobilindustrie.",540000000,1800,1,tier1,Gestamp Automoción (Spanien),1990,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Wuppermann AG,wuppermann.com,Leverkusen,Nordrhein-Westfalen,DE,51381.0,02171-5000-800,info@wuppermann.com,Metallverarbeitung,"Höchster Korrosionsschutz bei niedrigsten CO2 Emission bietet Wuppermann, Hersteller von verzinktem Stahl und Stahlrohren.",538000000,800,1,tier1,Wuppermann,1872,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Amazonen-Werke H. Dreyer GmbH & Co. KG,amazone.de,Hasbergen,Niedersachsen,DE,49205.0,05405-501-0,amazone@amazone.de,Industrie,"Die Amazone-Werke sind Spezialisten für Düngerstreuer, Sämaschinen, aktive (Kreiselgrubber und Kreiseleggen) und passive Bodenbearbeitung (Scheibengrubber und -eggen), Einzelkornsämaschinen und Pflanzenschutzspritzen.",537000000,1850,1,tier1,Dreyer,1883,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
SCHÄFER WERKE GmbH,schaefer-werke.de,Neunkirchen,Nordrhein-Westfalen,DE,57290.0,02735-787-01,info@schaefer-werke.de,Industrie,"Die Schäfer Werke sind ein Spezialist für die Entwicklung, Herstellung und den Vertrieb von Produkten aus Feinblech und Edelstahl.",537000000,647,1,tier1,Schäfer Gruppe,1937,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Semikron International GmbH,semikron.com,Nürnberg,Bayern,DE,90431.0,0911-6559-0,info@semikron.com,Industrie,Semikron ist ein weltweit führender Hersteller von Leistungsmodule und Halbleiter für die Industrie- und Automotive-Märkte.,536000000,2747,1,tier1,Martin,1951,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Liebherr-Hausgeräte Ochsenhausen GmbH,home.liebherr.com,Ochsenhausen,Baden-Württemberg,DE,88416.0,07352-928-0,info.lhg@liebherr.com,Industrie,Liebherr Hausgeräte fertigt und vertreibt Geräte für den Haushalt mit dem Schwerpunkt auf Kühl- und Gefrierprodukten.,536000000,1930,1,tier1,Liebherr Familie (Schweiz),1954,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Index-Werke GmbH & Co. KG,index-werke.de,Esslingen am Neckar,Baden-Württemberg,DE,73730.0,0711-3191-0,info@index-werke.de,Maschinenbau,"Die INDEX-Gruppe zählt heute mit ihren Marken INDEX und TRAUB zu den weltweit führenden Herstellern von CNC-Drehmaschinen, Drehautomaten, Mehrspindlern und Dreh-Fräszentren.",533700000,2032,1,tier1,Hahn,1914,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Bahlsen GmbH & Co. KG,bahlsen.com,Hannover,Niedersachsen,DE,30163.0,0511-960-0,info@bahlsen.com,Industrie,Das Familienunternehmen Bahlsen ist der erfolgreichste deutsche Gebäckhersteller und zählt zu den bekanntesten Unternehmen in Deutschland.,532400000,2634,1,tier1,Bahlsen,1889,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Polipol-Gruppe,polipol.de,Diepenau,Niedersachsen,DE,31603.0,05775-9680-100,zentral@polipol.de,Möbelindustrie,Die Unternehmen der international ausgerichteten Polipol Gruppe stellen Polstermöbel und Sitzgarnituren her.,532000000,7930,1,tier1,Hemmerling,1990,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
DASGIP Information and Process Technology GmbH,dasgip.de,Jülich,Nordrhein-Westfalen,DE,52428.0,02461-980-0,info@dasgip.de,Medizintechnik,Die Firma Dasgip ist renommiert für Laborgeräte.,531000000,500,1,tier1,Eppendorf AG,1991,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
CORDES GMBH & CO. KG,cordes-holz.de,Bremerhaven,Bremen,DE,27572.0,0471-97392-0,info@cordes-holz.de,Holzindustrie,Die Firma Cordes gehört deutschlandweit zu den größten Holz-Anbietern.,530000000,950,1,tier1,Cordes,1980,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Heitkamp & Thumann Group,ht-group.com,Düsseldorf,Nordrhein-Westfalen,DE,40212.0,0211-7954-0,info@ht-group.com,Metall-/Kunstoffverarbeitung,Die Heitkamp & Thumann Group ist der weltweit führende Partner für die Belieferung von erstklassigen präzisionsgeformten Komponenten aus Metall und Kunststoff. Die Gruppe besteht aus mehr als 20 mittelständischen Unternehmen.,528000000,1914,1,tier1,Heitkamp/Thumann/Marschner/Rösler,1978,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Ludwig Krohne GmbH & Co. KG,krohne.com,Duisburg,Nordrhein-Westfalen,DE,47058.0,0203-301-0,info@krohne.com,Industrie,Krohne Messtechnik ist ein international agierender Anbieter von Prozessmesstechnik und Komplettlösungen.,558900000,4000,1,tier1,Rademacher-Dubbick,1921,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Mapal Dr. Kress KG,mapal.com,Aalen,Baden-Württemberg,DE,73431.0,07361-5850,info@de.mapal.com,Werkzeugbau,Mapal Dr. Kress ist auf die Fertigung von Präzisionswerkzeugen für die Metallbearbeitung spezialisiert.,558000000,5563,1,tier1,Kress,1950,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
GRIMME Landmaschinenfabrik GmbH & Co. KG,group.grimme.com/de,Damme,Niedersachsen,DE,49401.0,05491 666-0,grimme@grimme.de,Industrie,"Grimme ist ein weltweit agierender Hersteller für moderne Kartoffel-, Rüben- und Gemüsetechnik.",557100000,3100,1,tier1,Grimme,1861,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Fackelmann GmbH + Co. KG,fackelmann.de,Hersbruck,Bayern,DE,91217.0,09151-811-0,mail@fackelmann.de,Industrie,"Die Fackelmann GmbH + Co. KG ist ein Unternehmen, das Haushaltsartikel und Möbel für das Badezimmer vertreibt",482000000,2500,1,tier1,Fackelmann,1919,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Polifilm-Gruppe,polifilm.de,Köln,Nordrhein-Westfalen,DE,50968.0,02196-88299-0,info@polifilm.de,Industrie,POLIFILM ist einer der führenden deutschen Hersteller von Extrusionsfolien und Schutzfolien mit weltweit rund 1.500 Mitarbeitern.,523700000,1563,1,tier1,Runkel,1972,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Hörmann Holding GmbH & Co. KG,hoermann-gruppe.de,Kirchseeon,Bayern,DE,85614.0,08091 5630 0,info@hoermann-gruppe.com,Industrie,"Die Hörmann-Gruppe ist ein national führender und international agierender Mittelstandskonzern, gegliedert in die Gesellschaftsbereiche Automotive, Engineering und Communication.",522100000,2821,1,tier1,Hörmann,1955,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Wittenstein Gruppe,wittenstein.de,Igersheim,Baden-Württemberg,DE,97999.0,07931-493-0,info@wittenstein.de,Industrie,"Das Unternehmen Wittenstein mit Hauptsitz in Igersheim und weltweit rund 1.400 Mitarbeitern an mehr als 60 Standorten entwickelt, produziert und vertreibt mechatronische Antriebstechnik.",519000000,2942,1,tier1,Wittenstein,1949,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
frischli Milchwerke GmbH,frischli.de,Rehburg-Loccum,Niedersachsen,DE,31547.0,05037-301-0,info@frischli.de,Industrie,Frischli konzentriert sich auf die Herstellung und den Vertrieb von Molkereiprodukten.,517516432,750,1,tier1,Schäkel/Holtorf/Winkelmann,1901,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Diehl AKO Stiftung & Co. KG,diehl.com,Wangen im Allgäu,Baden-Württemberg,DE,88239.0,07522-73-0,info.dc@diehl-controls.com,Industrie,Diehl AKO ist ein Hersteller von Steuerungen für die Hausgeräte- und Heizungsindustrie.,517000000,3510,1,tier1,Diehl Gruppe,1945,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Mast-Jägermeister SE,jaegermeister.de,Wolfenbüttel,Niedersachsen,DE,38302.0,05331-81-0,team@jaegermeister.de,Industrie,"Mast Jägermeister ist ein Spirituosenhersteller, der weltweit Kräuterlikör verkauft.",516400000,1000,1,tier1,Mast vertreten durch Florian Rehm,1878,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Häcker Küchen GmbH & Co. KG,haecker-kuechen.de,Rödinghausen,Nordrhein-Westfalen,DE,32289.0,05746-940-0,info@haecker-kuechen.de,Industrie,Häcker entwickelt und fertigt moderne Einbauküchen.,516300000,1761,1,tier1,Finkemeier,1898,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
MPA Pharma GmbH,mpapharma.de,Trittau,Schleswig-Holstein,DE,22946.0,04154-806-0,office@mpapharma.de,Industrie,Die MPA Pharma GmbH reimportiert Arzneimittel.,513000000,380,1,tier1,Fielmann,1982,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
BGH Edelstahlwerke GmbH,bgh.de,Freital,Sachsen,DE,1705.0,0351-646-0,info.freital@bgh.de,Metallindustrie,Die Boschgotthardshütte ist ein Hersteller von Edelstahl.,512900000,1821,1,tier1,Winterhager,1467,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
thomas beteiligungen GmbH,thomas-gruppe.de,Simmern,Rheinland-Pfalz,DE,55469.0,06761 901 100,info@thomas-gruppe.de,Zementindustrie,"Die Thomas Gruppe betreibt Steinbrüche und produziert Baustoffe in Zement-, Transportbeton- und Asphaltwerken.",512094390,1300,1,tier1,Thomas,1930,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Küster-Gruppe,kuester.net,Ehringshausen,Hessen,DE,35630.0,06443-62-0,info@kuester.net,Automobilzulieferer,Küster ist in den Produktbereichen Betätigungssysteme und Türsysteme aktiv.,510000000,3200,1,tier1,Küster,1926,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
HAWE Hydraulik SE,hawe.de,Aschheim,Bayern,DE,85609.0,089-379100-0,info@hawe.de,Maschinenbau,"HAWE Hydraulik bietet Anwendungskompetenz und Erfahrung in mehr als 70 Branchen des Maschinenbaus und ein umfangreiches Produktprogramm im flexiblen Baukastensystem. Dieses umfasst Hydraulikaggregate, Pumpen, Ventile und Elektronikkomponenten.",510000000,2760,1,tier1,Haeusgen,1949,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Steuler Holding GmbH,steuler.de,Höhr-Grenzhausen,Rheinland-Pfalz,DE,56203.0,02624-13-0,info@steuler.de,Industrielle Auskleidungen,"Die Steuler-Gruppe ist weltweit in spezialisierten Branchen tätig. Steuler Linings entwickelt, produziert und installiert korrosionsbeständige und feuerfeste Werkstoffe sowie Auskleidungstechnologien für hochspezialisierte Anforderungen der Industrie. Steuler Anlagenbau konstruiert und liefert Anlagen zur Abluftreinigung und Oberflächenbehandlung.",507000000,2200,1,tier1,Steuler,1908,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Griesson - de Beukelaer GmbH & Co. KG,griesson-debeukelaer.de,Polch,Rheinland-Pfalz,DE,56751.0,02654-401-1006,info@griesson-debeukelaer.de,Industrie,"Griesson - de Beukelaer, kurz GDB, ist ein international agierender Gebäckhersteller. Das breit aufgestellte Sortiment umfasst eine ganze Reihe von Salz- und Süßgebäckerzeugnissen.",506000000,2052,1,tier1,Gries/Land,1870,,,69.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
