company_name,domain,city,region,country,zip,phone,email_company,industry,industry_tier,description,revenue_eur,employees,client_tier,ownership,founding_year,world_market_leader,niche_leadership,contact_1_name,contact_1_position,contact_1_email,contact_1_linkedin,has_url,has_contact,data_completeness,sources,source_count,contact_1_firstname,contact_1_lastname,target_contact_role,contact_role_match,pipeline_priority,in_pipeline,in_db
Laakirchen Papier AG,laakirchen.heinzelpaper.com,Laakirchen,Oberösterreich,AT,4663.0,07613-8800-0,laakirchen@heinzelpaper.com,Chemie-Baustoffindustrie,tier1,Naturpapiere & Wellpappenrohpapiere,227814000.0,391.0,2.0,Heinzel Holding,1867.0,,,Thomas Welt,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Thomas,Welt,Geschäftsführer/CEO,True,67.0,False,False
ZIMMER GmbH Technische Werkstätten,zimmer-group.de,Rheinau,Baden-Württemberg,DE,77866.0,07844-9138-0,info@zimmer-group.de,Industriedienstleistungen,tier1,"Die Zimmer Group ist ein Unternehmen, dessen Kernaufgaben in der Herstellung von Handhabungstechnik, Dämpfungstechnik und Lineartechnik liegen.",122700000.0,1000.0,2.0,Günther und Martin Zimmer,1980.0,,,None Günther Zimmer,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Günther,Zimmer,Head of Sales / Vertriebsleiter,False,67.0,False,False
TTTech Computertechnik AG,tttech.com,Wien,Wien,AT,1040.0,01-5853434-0,office@tttech.com,Industrie,tier1,Hersteller von Elektrotechnik,125000000.0,1700.0,2.0,Familien Falkner/Riml/Gurschler,1997.0,,,Dr. Stefan Poledna,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Stefan,Poledna,Head of Sales / Vertriebsleiter,False,67.0,False,False
Trodat GmbH,trodat.net/de-DE/Pages/Home.aspx,Wels,Oberösterreich,AT,4600.0,07242-239-0,trodat@trodat.net,Konsumgüterindustrie,tier1,Technik für den Haushalt,265000000.0,1650.0,2.0,Müller-Just Familie,1912.0,,,Roland Rier,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Roland,Rier,Head of Sales / Vertriebsleiter,False,67.0,False,False
Rudolf Ölz Meisterbäcker GmbH & Co KG,oelz.com,Dornbirn,Vorarlberg,AT,6850.0,05572-3840-0,meisterbaecker@oelz.com,Lebensmittelindustrie,tier1,Lebensmittelhersteller,267000000.0,1060.0,2.0,Ölz Gebrüder (Deutschland),1938.0,,,Bernhard Ölz,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Bernhard,Ölz,Head of Sales / Vertriebsleiter,False,67.0,False,False
Miele Gesellschaft m.b.H.,miele.at,Wals,Salzburg,AT,5071.0,050-800-800,info@miele.at,Konsumgüterindustrie,tier1,Technik für den Haushalt,280000000.0,668.0,2.0,Miele Zinkann-Miele Familie (Deutschland),1955.0,,,Sandra Kolleth,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Sandra,Kolleth,Head of Sales / Vertriebsleiter,False,67.0,False,False
Kirchdorfer Zementwerk Hofmann GesmbH,kirchdorfer-zement.at,Kirchdorf an der Krems,Oberösterreich,AT,4560.0,05-7715-100-0,sekretariat@kirchdorfer.at,Zementindustrie,tier1,Zementwerk,280000000.0,1400.0,2.0,Hofmann Dierzer Gruppe,1888.0,,,Erich Frommwald,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Erich,Frommwald,Head of Sales / Vertriebsleiter,False,67.0,False,False
Zultner Metall GmbH,zultner.at,Graz,Steiermark,AT,8042.0,0316-6095-0,office@zultner.at,Chemie-Baustoffindustrie,tier1,Stahlindustrie,280500000.0,165.0,2.0,Familie Flachs,1948.0,,,Bernd Flachs,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Bernd,Flachs,Geschäftsführer/CEO,True,67.0,False,False
Landert Group AG,landert.com,Bülach,Zürich,CH,8180.0,058-5001000,info@landert.com,Industrie,tier1,Elektrische Schiebetüren & Antriebe,282400000.0,1000.0,2.0,Familie Landert,1924.0,,,None Anja Landert,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Anja,Landert,Head of Sales / Vertriebsleiter,False,67.0,False,False
Almi GmbH,almi.at,Oftering,Oberösterreich,AT,4064.0,07221-73399,office.linz@almi.at,Lebensmittelindustrie,tier1,Lebensmittelhersteller,234000000.0,468.0,2.0,Mittermayr Familie,1931.0,,,Alexander Mittermayr,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Alexander,Mittermayr,Geschäftsführer/CEO,True,67.0,False,False
Rupp AG,rupp.at,Hörbranz,Vorarlberg,AT,6912.0,05573-8080,cheese@rupp.at,Lebensmittelindustrie,tier1,Käse,235000000.0,520.0,2.0,Familie Rupp,1908.0,,,Dr. Josef Rupp,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Josef,Rupp,Head of Sales / Vertriebsleiter,False,67.0,False,False
Kässbohrer Austria GmbH,pistenbully.com/aut/de.html?utm_campaign=country-domain&utm_medium=301&utm_source=www.pistenbully.at,Kuchl,Salzburg,AT,5431.0,06244-4001,office@pistenbully.at,Maschinenbau-Fahrzeugbau,tier1,"Maschinenbau, Anlagenbau, Werkzeugbau",237500000.0,475.0,2.0,Familie Merckle (Deutschland),1969.0,,,Peter Soukal,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Peter,Soukal,Geschäftsführer/CEO,True,67.0,False,False
S.Spitz GmbH,spitz.at,Attnang-Puchheim,Oberösterreich,AT,4800.0,07674-616-0,spitz@spitz.at,Getränkeindustrie,tier1,Getränkehersteller,226000000.0,770.0,2.0,Familie Scherb,1857.0,,,Horst Neuhauser,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Horst,Neuhauser,Head of Sales / Vertriebsleiter,False,67.0,False,False
EURAWASSER GmbH & Co. KG,eurawasser.de,Lünen,Nordrhein-Westfalen,DE,44536.0,02306-106692,info@eurawasser.de,Wasserwerke,tier1,"Eurawasser ist ein Unternehmen, das sich auf die Trinkwasseraufbereitung und Abwasserentsorgung spezialisiert hat.",270000000.0,900.0,2.0,Remondis Gruppe,1991.0,,,None Andreas Bankamp,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Andreas,Bankamp,Head of Sales / Vertriebsleiter,False,67.0,False,False
HFS Hagener Feinblech Service GmbH,hfs-hagen.de,Hagen,Nordrhein-Westfalen,DE,58135.0,02331-4814-0,info@hfs-hagen.de,Industriedienstleistungen,tier1,"Das Familienunternehmen ist eines der innovativsten Feinblech-Service-Center. Seit der Gründung 1992 bietet es seinen Kunden ein hochqualitatives Sortiment an Spaltbändern, Blechen und Coils, das die spezifischen Bedarfsanforderungen seiner Kunden jederzeit abdeckt.",278300000.0,99.0,2.0,Mohme/Moll/Sauer,1992.0,,,None Gerhard Mohme,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Gerhard,Mohme,Geschäftsführer/CEO,True,67.0,False,False
Banner GmbH,bannerbatterien.com,Linz,Oberösterreich,AT,4021.0,0732-3888-0,office@bannerbatterien.com,Maschinenbau-Fahrzeugbau,tier1,Zulieferer und Teilehersteller,286000000.0,805.0,2.0,Bawart Familie,1937.0,,,Andreas Bawart,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Andreas,Bawart,Head of Sales / Vertriebsleiter,False,67.0,False,False
Zellstoff Pöls AG,zellstoff-poels.at,Pöls,Steiermark,AT,8761.0,03579-8181,office@zellstoff-poels.at,Chemie-Baustoffindustrie,tier1,Chemieindustrie,288000000.0,361.0,2.0,Heinzel Group,1905.0,,,Andreas Rauscher,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Andreas,Rauscher,Geschäftsführer/CEO,True,67.0,False,False
RÖFIX AG,roefix.com,Röthis,Vorarlberg,AT,6832.0,05522-41646-0,office.roethis@roefix.com,Baustoffindustrie,tier1,Trockenmörtel,290000000.0,767.0,2.0,Haslberger Familie (Deutschland),,,,Michael Wießner,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Michael,Wießner,Head of Sales / Vertriebsleiter,False,67.0,False,False
TIGER Coatings GmbH & Co. KG,tiger-coatings.com/de,Wels,Oberösterreich,AT,4600.0,07242-400-0,office@tiger-coatings.com,Chemie-Baustoffindustrie,tier1,Farbenhersteller,299000000.0,1356.0,2.0,Familie Buchner-Berghofer,1930.0,,,Dr. Clemens Steiner,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Clemens,Steiner,Head of Sales / Vertriebsleiter,False,67.0,False,False
Kremsmüller Industrieanlagenbau KG,kremsmueller.at,Steinhaus bei Wels,Oberösterreich,AT,4641.0,07242-630-0,office@kremsmueller.at,Maschinenbau-Fahrzeugbau,tier1,"Maschinenbau, Anlagenbau, Werkzeugbau",300000000.0,202.0,2.0,Familie Kremsmüller,1961.0,,,Karl Strauß,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Karl,Strauß,Geschäftsführer/CEO,True,67.0,False,False
SKB Industrieholding GmbH,skb-group.at,Schwechat,Niederösterreich,AT,2320.0,01 70170-0,office@skb-group.at,Industrie,tier1,Kabelhersteller,307000000.0,492.0,2.0,Tremmel,1891.0,,,None Alexander Tremmel,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Alexander,Tremmel,Geschäftsführer/CEO,True,67.0,False,False
TRUMPF Maschinen Austria GmbH + Co. KG,trumpf.com/de_AT,Pasching,Oberösterreich,AT,4061.0,07221-603-0,info@at.trumpf.com,Maschinenbauer,tier1,"Maschinenbau, Anlagenbau, Werkzeugbau",314000000.0,592.0,2.0,Kammüller/Leibinger (Deutschland),1923.0,,,Armin Rau,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Armin,Rau,Head of Sales / Vertriebsleiter,False,67.0,False,False
AVL Deutschland GmbH,avl.com,Mainz-Kastel,Hessen,DE,55252.0,06134-71790,avl.deutschland@avl.com,Industrieservice,tier1,Die Firma AVL ist ein Industrieservicedienstleister für die Automobilindustrie.,316000000.0,779.0,2.0,List Familie (Österreich),1976.0,,,None Elmar Zimmer,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Elmar,Zimmer,Head of Sales / Vertriebsleiter,False,67.0,False,False
HS Timber Group GmbH,hs.at,Wien,Wien,AT,1040.0,01-5856862-0,office@hs.at,Holzindustrie,tier1,Holzindustrie,300000000.0,1000.0,2.0,Familie Schweighofer,1956.0,,,Gerald Schweighofer,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Gerald,Schweighofer,Head of Sales / Vertriebsleiter,False,67.0,False,False
Collini Dienstleistungs GmbH,collini.eu,Hohenems,Vorarlberg,AT,6845.0,05576-7144-0,collini@collini.at,Chemie-Baustoffindustrie,tier1,Oberflächentechnik Firmen,300000000.0,1700.0,2.0,Familie Collini,,,,Daniel Prahl,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Daniel,Prahl,Head of Sales / Vertriebsleiter,False,67.0,False,False
Meusburger Georg GmbH & Co KG,meusburger.com,Wolfurt,Vorarlberg,AT,6960.0,05574-67060,office@meusburger.com,Werkzeugbau,tier1,"Maschinenbau, Anlagenbau, Werkzeugbau",302000000.0,1700.0,2.0,Familie Meusburger,,,,Guntram Meusburger,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Guntram,Meusburger,Head of Sales / Vertriebsleiter,False,67.0,False,False
Packservice Gruppe,packservice.de,Karlsruhe,Baden-Württemberg,DE,76131.0,0721-96166-0,info@packservice.de,Verpackungsindustrie,tier1,Die Packservice Gruppe ist ein Co-Packing und Fulfillment-Dienstleister mit über 30 Standorten im Raum DACH. Das Unternehmen realisiert kreative und verkaufsfördernde Verpackungskonzepte für den Point of Sale. Seit über 40 Jahren arbeitet Packservice für namhafte Markenhersteller. Neben Tätigkeiten im Bereich Lohnverpacken übernehmen die Verpackungsprofis Consulting-Leistung im Bereich Packaging.,240000000.0,1400.0,2.0,Spiering,1980.0,,,None Ralph Spiering,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Ralph,Spiering,Head of Sales / Vertriebsleiter,False,67.0,False,False
FILLI Stahlgroßhandelsgesellschaft mit beschränkter Haftung,fillistahl.at,Klagenfurt,Kärnten,AT,9020.0,0463-37970,office@fillistahl.at,Chemie-Baustoffindustrie,tier1,Stahlhandel,340000000.0,200.0,2.0,Schell Familie,1988.0,,,Alois Kropfitsch,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Alois,Kropfitsch,Geschäftsführer/CEO,True,67.0,False,False
TEUFELBERGER Holding AG,teufelberger.com/de,Wels,Oberösterreich,AT,4600.0,07242-413-0,mailbox@teufelberger.com,Maschinenbau-Fahrzeugbau,tier1,Stahlseile,350000000.0,1500.0,2.0,Familie Teufelberger,1790.0,,,Florian Teufelberger,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Florian,Teufelberger,Head of Sales / Vertriebsleiter,False,67.0,False,False
Mensch und Maschine Deutschland GmbH,mum.de,Weßling,Bayern,DE,82234.0,08153-9330,info@mum.de,Softwarehersteller,tier1,Die Mensch und Maschine Software AG (MuM) ist einer der führenden europäischen Anbieter von Computer Aided Design (CAD).,322000000.0,784.0,2.0,Drotleff / Management,1984.0,,,None Christoph Aschenbrenner,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Christoph,Aschenbrenner,Head of Sales / Vertriebsleiter,False,67.0,False,False
Liebherr-Werk Telfs GmbH,liebherr.com/de-DE/35266.wfw,Telfs,Tirol,AT,6410.0,050-8096100,info.lwt@liebherr.com,Maschinenbau-Fahrzeugbau,tier1,"Maschinenbau, Anlagenbau, Werkzeugbau",330000000.0,819.0,2.0,Liebherr Familie (Schweiz),1976.0,,,Steffen Günther,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Steffen,Günther,Head of Sales / Vertriebsleiter,False,67.0,False,False
Fröling Heizkessel- und Behälterbau Ges.m.b.H.,froeling.com/de.html,Grieskirchen,Oberösterreich,AT,4710.0,07248-606-0,info@froeling.com,Chemie-Baustoffindustrie,tier1,Heizkessel,330000000.0,1100.0,2.0,Familie Dr. Hutterer,1961.0,,,Ernst Hutterer,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Ernst,Hutterer,Head of Sales / Vertriebsleiter,False,67.0,False,False
MED-EL Elektromedizinische Geräte Gesellschaft m.b.H.,medel.com/at,Innsbruck,Tirol,AT,6020.0,05-7788-0,office@medel.com,Medizintechnik,tier1,Hörgeräte,330000000.0,1525.0,2.0,Familie Hochmair,,,,Dr. Ingeborg Hochmair-Desoyer,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Ingeborg,Hochmair-Desoyer,Head of Sales / Vertriebsleiter,False,67.0,False,False
Zoi,zoi.tech,Stuttgart,,DE,,,,Information Technology & Services,tier1,,,660.0,3.0,,,,,,,,,True,False,60,dach_icp_targets,1,,,Head of Sales / Vertriebsleiter,,67.0,False,False
METRO.digital,metro.digital,Duesseldorf,,DE,,,,Computer Software,tier1,,,900.0,3.0,,,,,,,,,True,False,60,dach_icp_targets,1,,,Head of Sales / Vertriebsleiter,,67.0,False,False
Mars Austria OG,aut.mars.com,Bruck an der Leitha,Niederösterreich,AT,2460.0,02162-601-0,contact@at.mars.com,Suesswarenindustrie,tier1,Lebensmittelhersteller,400000000.0,420.0,2.0,Mars (USA),1966.0,,,Andreas Dialer,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Andreas,Dialer,Geschäftsführer/CEO,True,67.0,False,False
Thöni Industriebetriebe GmbH,thoeni.com,Telfs,Tirol,AT,6410.0,05262-6903-0,thoeni@thoeni.com,Maschinenbau-Fahrzeugbau,tier1,Zulieferer und Teilehersteller,405000000.0,880.0,2.0,Thöni Familie,1964.0,,,Helmut Thöni,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Helmut,Thöni,Head of Sales / Vertriebsleiter,False,67.0,False,False
Christian Winkler GmbH & Co. KG,winkler.de,Stuttgart,Baden-Württemberg,DE,70469.0,0711-85999-0,info@winkler.de,Automobilzulieferer,tier1,Die winkler Unternehmensgruppe ist einer der führenden Großhändler für Nutzfahrzeugersatzteile in Europa und Spezialist rund um Nutzfahrzeuge und Werkstatt.,405000000.0,1600.0,2.0,Winkler,1901.0,,,None Rüdiger Hahn,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Rüdiger,Hahn,Head of Sales / Vertriebsleiter,False,67.0,False,False
EWT Truck & Trailer Handels GmbH,ewt-truck-trailer.com,Kitzbühel,Tirol,AT,6370.0,05356-67046,office@ewt-truck-trailer.com,Maschinenbau-Fahrzeugbau,tier1,Fahrzeugbau,381370000.0,526.0,2.0,Familie Coorevits-Hoffmann,,,,Dirk Hoffmann,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Dirk,Hoffmann,Head of Sales / Vertriebsleiter,False,67.0,False,False
Isovolta AG,isovolta.com,Wiener Neudorf,Niederösterreich,AT,2355.0,05-9595-0,headquarters@isovolta.com,Industrie,tier1,Elektroisolierung,388000000.0,1430.0,2.0,Constantia Industries,1949.0,,,Dr. Peter Höllwarth,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Peter,Höllwarth,Head of Sales / Vertriebsleiter,False,67.0,False,False
Marc O'Polo AG,marc-o-polo.de,Stephanskirchen,Bayern,DE,83071.0,08036-90-0,Zentrale@marc-o-polo.de,Textilindustrie,tier1,"MARC O’POLO steht für gehobene, zeitgemäße Premium Modern Casual Wear. 1967 in Stockholm gegründet, ist MARC O’POLO heute in Deutschland beheimatet und in über 30 Ländern vertreten.",390600000.0,1800.0,2.0,Böck,1967.0,,,None Dieter Holzer,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Dieter,Holzer,Head of Sales / Vertriebsleiter,False,67.0,False,False
EKB Elektro- und Kunststofftechnik GmbH,at.draexlmaier.com/braunau,Braunau am Inn,Oberösterreich,AT,5280.0,07722-883-0,office@draexlmaier.de,Maschinenbau-Fahrzeugbau,tier1,Zulieferer und Teilehersteller,355000000.0,375.0,2.0,Dräxlmaier Familie (Deutschland),,,,Günter Sauerlachner,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Günter,Sauerlachner,Geschäftsführer/CEO,True,67.0,False,False
Starlinger & Co Gesellschaft m.b.H.,starlinger.com,Wien,Wien,AT,1060.0,01-59955-0,office@starlinger.com,Maschinenbauer,tier1,"Maschinenbau, Anlagenbau, Werkzeugbau",356000000.0,693.0,2.0,FSH-Gruppe Huemer Familie,1835.0,,,Angelika Huemer,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Angelika,Huemer,Head of Sales / Vertriebsleiter,False,67.0,False,False
FRANKSTAHL Rohr- und Stahlhandelsgesellschaft m.b.H.,frankstahl.com,Guntramsdorf,Niederösterreich,AT,2353.0,050-5030,office@frankstahl.com,Chemie-Baustoffindustrie,tier1,Stahlindustrie,360000000.0,800.0,2.0,Familie Javor,1880.0,,,Marcel Javor,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Marcel,Javor,Head of Sales / Vertriebsleiter,False,67.0,False,False
Hermann Pfanner Getränke GmbH,pfanner.com/de/home,Lauterach,Vorarlberg,AT,6923.0,05574-6720-0,office@pfanner.com,Lebensmittelindustrie,tier1,Getränkeabfüller,362000000.0,1000.0,2.0,Pfanner Familie,1856.0,,,Hermann Pfanner,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Hermann,Pfanner,Head of Sales / Vertriebsleiter,False,67.0,False,False
Besi (BE Semiconductor)** CH: **Esec,,Cham,Zug (Switzerland),CH,,,,Manufacturing,tier1,Die bonding & packaging equipment for semiconductor industry,80000000.0,200.0,3.0,,,,**Komax AG**,,,,,False,False,60,MD_Hidden_Champions,1,,,Geschäftsführer/CEO,,67.0,False,False
Lauffer Pressen GmbH,,Horb am Neckar,BW (Freudenstadt),DE,,,,Manufacturing,tier1,"Hydraulic presses for rubber, plastics, composites & powder metallurgy",69000000.0,120.0,3.0,,,,**Roper Pump** (formerly Settima),,,,,False,False,60,MD_Hidden_Champions,1,,,Geschäftsführer/CEO,,67.0,False,False
Uwe Electronic GmbH,,Unterhaching,Bavaria (Muenchen),DE,,,,Manufacturing,tier1,"UV curing systems for industrial printing, coating, adhesive bonding",64000000.0,80.0,3.0,,,,**Puls GmbH**,,,,,False,False,60,MD_Hidden_Champions,1,,,Geschäftsführer/CEO,,67.0,False,False
Wacker Neuson** Subsidiary: **Kramer-Werke GmbH,,Pfullendorf,BW (Sigmaringen),DE,,,,Manufacturing,tier1,Compact wheel loaders & telehandlers,50000000.0,400.0,3.0,,,,Niche leader in compact construction machinery,,,,,False,False,60,MD_Hidden_Champions,1,,,Geschäftsführer/CEO,,67.0,False,False
Q ENERGY,qenergy.eu,Berlin,,DE,,,,Renewables & Environment,tier1,,,610.0,3.0,,,,,,,,,True,False,60,dach_icp_targets,1,,,Head of Sales / Vertriebsleiter,,67.0,False,False
GRASS GmbH,grass.at,Höchst,Vorarlberg,AT,6973.0,05578-701-0,info@grass.eu,Maschinenbau-Fahrzeugbau,tier1,Kunststoffteile,467000000.0,1110.0,2.0,Familie Würh (Deutschland),,,,Thomas Zenker,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Thomas,Zenker,Head of Sales / Vertriebsleiter,False,67.0,False,False
M. KAINDL GmbH,kaindl.com,Wals,Salzburg,AT,5071.0,0662-8588-0,office@kaindl.com,Holzindustrie,tier1,Holzindustrie,498000000.0,320.0,2.0,Kaindl Familie,1897.0,,,Konrad Grünwald,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Konrad,Grünwald,Geschäftsführer/CEO,True,67.0,False,False
Kaffee Partner GmbH,kaffee-partner.de,Osnabrück,,DE,,,,Kaffeemaschinen,tier1,Kaffeevollautomaten (Miete/Leasing) + Wasserspender,235000000.0,470.0,2.0,,,,,Jörn van Dyk,Vertriebsleiter Nord,,https://de.linkedin.com/in/j%C3%B6rn-van-dyk-43b82221a,True,True,100,AI-KIP_Prospecting_100,1,Jörn,van Dyk,Geschäftsführer/CEO,False,67.0,False,False
Internorm International GmbH,internorm.at,Traun,Oberösterreich,AT,4050.0,07229-770-0,office@internorm.com,Chemie-Baustoffindustrie,tier1,Bauelemente,368000000.0,1872.0,2.0,IFN Holding = Kubinger Familie,1931.0,,,Helmuth Berger,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Helmuth,Berger,Head of Sales / Vertriebsleiter,False,67.0,False,False
BRODOS AG,brodos.com,Baiersdorf,Bayern,DE,91083.0,09133-7770-0,kundenservice@brodos.de,Softwarehersteller,tier1,"Die Brodos AG zählt zu den drei größten Mobilfunkdistributoren in Deutschland und ist der offizielle Distributor aller führenden Hersteller (Apple, Samsung, Sony, u.v.m.) und Netzbetreiber (Telekom, Vodafone, Telefónica).",369300000.0,404.0,2.0,Brokelmann,1991.0,,,None Dominik Brokelmann,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Dominik,Brokelmann,Geschäftsführer/CEO,True,67.0,False,False
AGRU Kunststofftechnik GmbH,agru.at,Bad Hall,Oberösterreich,AT,4540.0,07258-790-0,office@agru.at,Maschinenbau-Fahrzeugbau,tier1,Sonstige Teile,375000000.0,1020.0,2.0,Agru Gruber Familie,1948.0,,,Alois Gruber,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Alois,Gruber,Head of Sales / Vertriebsleiter,False,67.0,False,False
HAINZL INDUSTRIESYSTEME GmbH,hainzl.at,Linz,Oberösterreich,AT,4020.0,0732-7892-0,customers@hainzl.at,Maschinenbau-Fahrzeugbau,tier1,Sonstige Teile,203000000.0,900.0,2.0,Hainzl Familie,1965.0,,,Dr. Martin Hainzl,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Martin,Hainzl,Head of Sales / Vertriebsleiter,False,67.0,False,False
Blumenbecker Gruppe,blumenbecker.com,Beckum,Nordrhein-Westfalen,DE,59269.0,02521-8406-110,info@blumenbecker.com,Industriedienstleistungen,tier1,"Die Blumenbecker Gruppe mit Stammsitz in Beckum umfasst mehr als 20 Unternehmen in den Unternehmensbereichen Automatisierungstechnik, Engineering, Industriehandel, Industrieservice und Technik.",205000000.0,1330.0,2.0,Blumenbecker / Marianne Blumenbecker Stiftung,1922.0,,,None Richard Mayer,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Richard,Mayer,Head of Sales / Vertriebsleiter,False,67.0,False,False
BRUCHA Gesellschaft m.b.H.,brucha.com,Michelhausen,Niederösterreich,AT,3451.0,02275-5875,office@brucha.at,Baustoffindustrie,tier1,Kühlzellen und Kühlraumtüren,207000000.0,592.0,2.0,Familie Brucha,1948.0,,,Susanne Brucha,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Susanne,Brucha,Head of Sales / Vertriebsleiter,False,67.0,False,False
VITRONIC Dr.-Ing. Stein Bildverarbeitungssysteme GmbH,vitronic.de,Wiesbaden,Hessen,DE,65189.0,0611-7152-0,sales@vitronic.de,Industrielle Bildverarbeitung/Maschinenbau,tier1,Die VITRONIC Gruppe bietet industrielle Bildverarbeitungssysteme in den drei Kernbereichen Industrie- und Logistikautomation sowie Verkehrstechnik an.,208000000.0,1400.0,2.0,Stein,1984.0,,,Dr. Norbert Stein,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Norbert,Stein,Head of Sales / Vertriebsleiter,False,67.0,False,False
Follmann Gruppe,follmann.de,Minden,Nordrhein-Westfalen,DE,32423.0,0571-9339-0,info@follmann.de,Chemieindustrie,tier1,"Follmann produziert Spezialchemikalien für die Gestaltung von Formen, Farben und Oberflächen. Das Sortiment umfasst Druckfarben zur Veredelung von Papieren, Plastisole für Tapeten und Technische Textilien, Holz- und Papierklebstoffe.",200000000.0,700.0,2.0,Follmann,1977.0,,,Dr. Jörg Seubert,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Jörg,Seubert,Head of Sales / Vertriebsleiter,False,67.0,False,False
Felder KG,felder-group.com,Hall in Tirol,Tirol,AT,6060.0,05223-5850,info@felder.at,Maschinenbauer,tier1,"Maschinenbau, Anlagenbau, Werkzeugbau",200000000.0,850.0,2.0,Familie Felder,1956.0,,,Johann Felder,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Johann,Felder,Head of Sales / Vertriebsleiter,False,67.0,False,False
Hotel Reservation Service Robert Ragge GmbH,hrs.de,Köln,Nordrhein-Westfalen,DE,50676.0,0221-2077-0,office@hrs.de,Internetfirmen,tier1,"Die Firma Hotel Reservation Service Robert Ragge, kurz HRS, ist im Bereich der Online-Hotelreservierungen und außerdem im Online-Tourismus tätig.",200000000.0,1500.0,2.0,Ragge,1972.0,,,None Tobias Ragge,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Tobias,Ragge,Head of Sales / Vertriebsleiter,False,67.0,False,False
Kiel Industrial Services AG,kiel-industrial-services.com,Wesseling,Nordrhein-Westfalen,DE,50389.0,02236 94304-0,info@kiel-montagebau.de,Industriedienstleistungen,tier1,Die Firma Kiel Industrial Services ist spezialisiert auf die Prozessindustrie.,192500000.0,1740.0,2.0,Kiel,1944.0,,,None Alexander Kiel,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Alexander,Kiel,Head of Sales / Vertriebsleiter,False,67.0,False,False
Wojnar´s Wiener Leckerbissen Delikatessenerzeugung GmbH,wojnar.at,Wien,Wien,AT,1230.0,01-8158505,office@wojnar.at,Lebensmittelindustrie,tier1,Saucen,200000000.0,400.0,2.0,Familie Wojnar,,,,Daniela Wojnar,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Daniela,Wojnar,Geschäftsführer/CEO,True,67.0,False,False
